UID2021,UTMX,UTMY,LatinName,CommonName,SpeciesID,PositionSt,lat,long
295,454162.16000000000,4942082.62000000000,Tsuga canadensis ?,Eastern Hemlock,118,Good - Ground Truthed,44.63063731030,-63.57788467430
296,454154.07000000000,4942076.11000000000,Malus sp.,Flowering Crab,77,Good - Ground Truthed,44.63057819080,-63.57798607940
297,454139.03000000000,4942247.09000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63211640190,-63.57819096300
298,454132.04000000000,4942255.78000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63219418350,-63.57827986160
299,454129.70000000000,4942253.86000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63217675020,-63.57830919000
300,454131.50000000000,4942257.07000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63220576170,-63.57828678460
301,454132.71000000000,4942263.35000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63226237180,-63.57827209170
302,454131.49000000000,4942269.24000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63231531600,-63.57828799870
303,454131.28000000000,4942272.73000000000,Aesculus hippocastanum,Horse-Chestnut,14,Good - Ground Truthed,44.63234671980,-63.57829095810
304,454132.29000000000,4942278.94000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63240268700,-63.57827878030
305,454131.59000000000,4942281.09000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63242199670,-63.57828779730
306,454126.90000000000,4942284.23000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63244996370,-63.57834720440
307,454129.62000000000,4942310.85000000000,Tilia cordata,Basswood,116,Good - Ground Truthed,44.63268977190,-63.57831529350
308,454123.01000000000,4942331.70000000000,Acer platanoides ?,Norway Maple,7,Good - Ground Truthed,44.63287704270,-63.57840048980
309,454126.02000000000,4942336.06000000000,Acer rubrum ?,Red Maple,9,Good - Ground Truthed,44.63291648380,-63.57836293260
310,454129.72000000000,4942342.91000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63297838400,-63.57831689910
311,454124.44000000000,4942337.14000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63292610510,-63.57838294820
312,454130.30000000000,4942349.18000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63303486390,-63.57831014760
313,454131.19000000000,4942356.96000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63310495660,-63.57829962290
314,454131.05000000000,4942366.02000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63318650630,-63.57830219780
315,454131.03000000000,4942370.28000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63322485370,-63.57830283080
316,454127.86000000000,4942370.38000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63322555150,-63.57834280420
317,454104.86000000000,4942377.76000000000,Robinia pseudoacacia,Black Locust,107,Good - Ground Truthed,44.63329051790,-63.57863342700
318,454082.57000000000,4942407.04000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63355267380,-63.57891705950
319,454002.90000000000,4942326.97000000000,Ulmus americana,American Elm,119,Good - Ground Truthed,44.63282678420,-63.57991429200
320,454118.34000000000,4942393.21000000000,Robinia pseudoacacia,Black Locust,107,Good - Ground Truthed,44.63343046050,-63.57846486520
321,454135.03000000000,4942390.49000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63340704040,-63.57825420920
322,454138.58000000000,4942391.82000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63341923980,-63.57820957280
323,454134.15000000000,4942414.37000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63362195320,-63.57826743830
324,454130.01000000000,4942413.09000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63361016630,-63.57831951750
325,454128.10000000000,4942415.03000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63362750830,-63.57834377060
326,454122.28000000000,4942415.38000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63363028740,-63.57841717560
327,454117.96000000000,4942411.52000000000,Robinia pseudoacacia,Black Locust,107,Good - Ground Truthed,44.63359526370,-63.57847129330
328,454114.56000000000,4942405.67000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63354238460,-63.57851363440
329,454108.18000000000,4942412.41000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63360265090,-63.57859467090
330,454102.94000000000,4942413.42000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63361140830,-63.57866082270
331,454072.10000000000,4942404.90000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63353274020,-63.57904886470
332,454066.98000000000,4942402.56000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63351134810,-63.57911320370
333,454065.47000000000,4942394.90000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63344229590,-63.57913155470
334,454059.27000000000,4942392.52000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63342047470,-63.57920950570
335,454051.52000000000,4942389.35000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63339144260,-63.57930692700
336,454047.07000000000,4942388.74000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63338566680,-63.57936297390
337,454038.66000000000,4942386.03000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63336073330,-63.57946875690
338,454037.82000000000,4942390.52000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63340109880,-63.57947974910
339,454035.62000000000,4942392.96000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63342292300,-63.57950770340
340,454014.60000000000,4942380.72000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63331139300,-63.57977160780
341,454008.27000000000,4942373.35000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63324464280,-63.57985075000
342,454004.76000000000,4942378.68000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63329239900,-63.57989547870
343,453994.90000000000,4942366.57000000000,Tilia cordata,Basswood,116,Check position,44.63318275300,-63.58001869870
344,453990.47000000000,4942369.78000000000,Malus sp.,Flowering Crab,77,Check position,44.63321136590,-63.58007483580
345,453981.70000000000,4942373.15000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63324114120,-63.58018570200
346,453967.51000000000,4942363.04000000000,Juniperus virginiana ?,Juniper,62,Good - Ground Truthed,44.63314922160,-63.58036368930
347,454175.28000000000,4942077.16000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63058899590,-63.57771878930
348,454175.74000000000,4942063.09000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63046236630,-63.57771173380
349,454177.74000000000,4942053.41000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63037535400,-63.57768565640
350,454179.36000000000,4942045.00000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63029975000,-63.57766448300
351,454180.57000000000,4942039.29000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63024842540,-63.57764871930
352,454181.49000000000,4942034.21000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63020275360,-63.57763666780
353,454181.98000000000,4942031.96000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63018253030,-63.57763028980
354,454182.66000000000,4942027.65000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63014377480,-63.57762133260
355,454182.38000000000,4942024.05000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63011134950,-63.57762454090
356,454180.12000000000,4942023.97000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63011048520,-63.57765302430
357,454177.73000000000,4942023.46000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63010574180,-63.57768310800
358,454172.97000000000,4942022.72000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.63009877670,-63.57774304840
359,454164.21000000000,4942023.77000000000,Sorbus aucuparia,Mountain Ash,110,Good - Ground Truthed,44.63010767020,-63.57785357420
360,454160.21000000000,4942025.15000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63011983790,-63.57790412310
361,454155.74000000000,4942022.32000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63009407690,-63.57796022090
362,454155.67000000000,4942020.76000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63008002930,-63.57796096400
363,454148.61000000000,4942021.02000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63008191940,-63.57804998830
364,454144.97000000000,4942020.91000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63008069690,-63.57809586580
365,454142.43000000000,4942022.00000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63009034700,-63.57812798340
366,454141.55000000000,4942025.55000000000,Quercus robur,English Oak,102,Good - Ground Truthed,44.63012224810,-63.57813939430
367,454141.72000000000,4942020.28000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63007481820,-63.57813678030
368,454137.92000000000,4942024.01000000000,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.63010815330,-63.57818501790
369,454134.21000000000,4942023.98000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63010764650,-63.57823178500
370,454134.35000000000,4942018.40000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63005742400,-63.57822952130
371,454132.33000000000,4942024.41000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63011139740,-63.57825552340
372,454131.54000000000,4942024.92000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63011593800,-63.57826552810
373,454130.62000000000,4942022.98000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63009841530,-63.57827695250
374,454131.22000000000,4942017.39000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63004813210,-63.57826888900
375,454128.99000000000,4942021.32000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63008336780,-63.57829735260
376,454130.06000000000,4942016.77000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63004247680,-63.57828345700
377,454126.11000000000,4942022.73000000000,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.63009587690,-63.57833378500
378,454115.83000000000,4942019.87000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63006947470,-63.57846312310
379,454114.01000000000,4942019.50000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63006602770,-63.57848603360
380,454108.79000000000,4942028.31000000000,Fraxinus excelsior,Ash,48,Good - Ground Truthed,44.63014500250,-63.57855262680
381,454109.36000000000,4942020.34000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63007329250,-63.57854472840
382,454109.78000000000,4942014.60000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63002164750,-63.57853892040
383,454102.54000000000,4942015.52000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63002946700,-63.57863027290
384,454103.00000000000,4942018.43000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63005569240,-63.57862473420
385,454104.20000000000,4942023.41000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63010059930,-63.57861005200
386,454103.26000000000,4942025.86000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63012259420,-63.57862212110
387,454099.13000000000,4942026.50000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63012809180,-63.57867424280
388,454096.02000000000,4942027.06000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63013293430,-63.57871349880
389,454098.31000000000,4942027.75000000000,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.63013929200,-63.57868469190
390,454097.12000000000,4942026.12000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63012454260,-63.57869954770
391,454098.21000000000,4942015.21000000000,Betula alleghaniensis*,Yellow Birch,19,Good - Ground Truthed,44.63002639980,-63.57868483080
392,454098.39000000000,4942012.87000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63000534650,-63.57868235230
393,454095.43000000000,4942014.98000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63002415180,-63.57871985600
394,454093.37000000000,4942018.92000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63005948830,-63.57874617760
395,454090.73000000000,4942018.43000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005490860,-63.57877941460
396,454089.19000000000,4942014.83000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63002240280,-63.57879850630
397,454084.11000000000,4942021.03000000000,Sorbus aucuparia,Mountain Ash,110,Good - Ground Truthed,44.63007789100,-63.57886310150
398,454084.29000000000,4942022.61000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63009212570,-63.57886097370
399,454080.60000000000,4942023.01000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63009549080,-63.57890752710
400,454076.86000000000,4942019.63000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63006482480,-63.57895437260
401,454077.48000000000,4942022.28000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63008871990,-63.57894679380
402,454073.37000000000,4942018.07000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005055860,-63.57899822920
403,454077.62000000000,4942010.98000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.62998700560,-63.57894401760
404,454074.96000000000,4942011.48000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.62999133670,-63.57897759530
405,454075.41000000000,4942010.16000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.62997948270,-63.57897180430
406,454069.18000000000,4942007.86000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.62995837980,-63.57905013610
407,454061.65000000000,4942007.83000000000,Tilia cordata,Basswood,116,Good - Ground Truthed,44.62995762840,-63.57914505930
408,454054.80000000000,4942009.39000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.62997123370,-63.57923155260
409,454052.84000000000,4942012.42000000000,Acer platanoides,Norway Maple,5,Good - Ground Truthed,44.62999838460,-63.57925653240
410,454054.07000000000,4942018.72000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005517620,-63.57924159060
411,454048.16000000000,4942018.57000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63005344800,-63.57931608100
412,454046.80000000000,4942012.42000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.62999799840,-63.57933267490
413,454045.10000000000,4942013.02000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.63000329090,-63.57935415950
414,454047.28000000000,4942005.64000000000,Quercus robur,English Oak,102,Good - Ground Truthed,44.62993699520,-63.57932601670
415,454036.90000000000,4942007.52000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.62995325520,-63.57945703910
416,454036.23000000000,4942012.13000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Good - Ground Truthed,44.62999471180,-63.57946589830
417,454035.54000000000,4942017.24000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63004066810,-63.57947505440
418,454035.16000000000,4942023.85000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63010014740,-63.57948043690
419,454028.74000000000,4942020.74000000000,Tsuga canadensis ?,Eastern Hemlock,118,Good - Ground Truthed,44.63007174030,-63.57956109130
420,454018.69000000000,4942005.98000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.62993822710,-63.57968646290
421,454011.06000000000,4942007.40000000000,Acer rubrum,Red Maple,8,Check if still extant,44.62995052170,-63.57978277670
422,454010.25000000000,4942012.08000000000,Betula papyrifera,White Birch,22,Check if still extant,44.62999259950,-63.57979340730
423,454007.88000000000,4942014.56000000000,Betula papyrifera,White Birch,22,Check if still extant,44.63001477290,-63.57982350670
424,454002.29000000000,4942018.22000000000,Betula papyrifera,White Birch,22,Check if still extant,44.63004736260,-63.57989430440
425,453999.40000000000,4942022.42000000000,Quercus rubra,Red Oak,103,Check if still extant,44.63008498620,-63.57993111330
426,454000.31000000000,4942030.16000000000,Acer rubrum,Red Maple,8,Check if still extant,44.63015472040,-63.57992033540
427,453995.55000000000,4942027.18000000000,Quercus rubra,Red Oak,103,Check if still extant,44.63012758950,-63.57998007470
428,453996.49000000000,4942019.96000000000,Quercus rubra,Red Oak,103,Check if still extant,44.63006265490,-63.57996757740
429,453997.64000000000,4942014.18000000000,Acer rubrum,Red Maple,8,Check if still extant,44.63001069670,-63.57995256190
430,453998.06000000000,4942005.21000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62992997520,-63.57994646310
431,453991.62000000000,4942003.84000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62991723010,-63.58002752520
432,453979.68000000000,4942001.20000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62989270010,-63.58017780830
433,453983.42000000000,4942007.16000000000,Aesculus carnea var. Briottii,Red Horse-chestnut,12,Check if still extant,44.62994659180,-63.58013119500
434,453973.06000000000,4942018.39000000000,Liriodendron tulipifera,Tulip Tree,66,Check if still extant,44.63004702140,-63.58026280420
435,453986.28000000000,4942030.89000000000,Laburnum watereri,Golden Chain Tree,63,Check if still extant,44.63016039360,-63.58009726870
436,453965.71000000000,4942032.12000000000,Quercus rubra,Red Oak,103,Check if still extant,44.63017014870,-63.58035669280
437,453961.25000000000,4942041.88000000000,Carpinus caroliniana,Hornbeam,25,Check if still extant,44.63025772300,-63.58041379300
438,453954.84000000000,4942039.17000000000,Pyrus calleryana,Callery Pear,101,Check if still extant,44.63023291670,-63.58049435700
439,453944.25000000000,4942034.96000000000,Sorbus aucuparia,Mountain Ash,110,Check if still extant,44.63019433950,-63.58062748120
440,453959.61000000000,4942024.39000000000,Quercus rubra,Red Oak,103,Check if still extant,44.63010017210,-63.58043289830
441,453969.57000000000,4942008.68000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62995938790,-63.58030592940
442,453962.62000000000,4942006.45000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62993886810,-63.58039334360
443,453960.50000000000,4941997.54000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62985852400,-63.58041926970
444,453953.82000000000,4941993.96000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62982586870,-63.58050315880
445,453954.07000000000,4941984.50000000000,Pinus strobus,White Pine,94,Check if still extant,44.62974072530,-63.58049915830
446,453950.70000000000,4941986.51000000000,Picea rubra?,Red Spruce,90,Check if still extant,44.62975860350,-63.58054182200
447,453944.86000000000,4941989.49000000000,Picea rubra?,Red Spruce,90,Check if still extant,44.62978505530,-63.58061571030
448,453940.64000000000,4942000.33000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62988236710,-63.58066988200
449,453938.72000000000,4942002.64000000000,Acer platanoides,Norway Maple,5,Check if still extant,44.62990303880,-63.58069429350
450,453940.31000000000,4942036.94000000000,Acer platanoides,Norway Maple,5,Check if still extant,44.63021191100,-63.58067732820
451,453933.42000000000,4942037.27000000000,Pinus strobus,White Pine,94,Check if still extant,44.63021444000,-63.58076421600
452,453932.83000000000,4942035.45000000000,Tilia cordata,Basswood,116,Check if still extant,44.63019801850,-63.58077149040
453,453933.76000000000,4942029.33000000000,Acer rubrum,Red Maple,8,Check if still extant,44.63014298550,-63.58075921700
454,453928.83000000000,4942028.47000000000,Pinus strobus,White Pine,94,Check if still extant,44.63013492770,-63.58082128940
455,453924.63000000000,4942031.11000000000,Quercus rubra,Red Oak,103,Check if still extant,44.63015842380,-63.58087447330
456,453922.29000000000,4942043.43000000000,Pinus strobus,White Pine,94,Check if still extant,44.63026917900,-63.58090507850
457,453920.10000000000,4942040.22000000000,Pinus strobus,White Pine,94,Check if still extant,44.63024014200,-63.58093239840
458,453917.13000000000,4942035.64000000000,Pinus strobus,White Pine,94,Check if still extant,44.63019872220,-63.58096942810
459,453910.66000000000,4942029.51000000000,Acer palmatum,Japanese Maple,1,Check if still extant,44.63014312470,-63.58105044100
460,453915.48000000000,4942027.75000000000,Amelanchier laevis*,Serviceberry or Juneberry,16,Check if still extant,44.63012759020,-63.58098952010
461,453922.29000000000,4942029.56000000000,Pinus strobus,White Pine,94,Check if still extant,44.63014432060,-63.58090383310
462,453916.52000000000,4942027.69000000000,Tsuga canadensis ?,Eastern Hemlock,118,Check if still extant,44.63012711680,-63.58097640410
463,453917.58000000000,4942022.49000000000,Tilia cordata,Basswood,116,Check if still extant,44.63008037410,-63.58096257430
464,453922.66000000000,4941996.12000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62984331580,-63.58089616600
465,453926.26000000000,4941992.42000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62981023910,-63.58085045100
466,453921.87000000000,4941988.68000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62977628990,-63.58090545700
467,453930.50000000000,4941989.54000000000,Pinus strobus,White Pine,94,Check if still extant,44.62978458500,-63.58079674160
468,453927.71000000000,4941993.42000000000,Pinus strobus,White Pine,94,Check if still extant,44.62981933410,-63.58083226160
469,453928.28000000000,4941996.13000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62984376620,-63.58082531930
470,453925.95000000000,4941989.26000000000,Acer rubrum,Red Maple,8,Check if still extant,44.62978177270,-63.58085407520
471,453924.19000000000,4941988.24000000000,Quercus rubra,Red Oak,103,Check if still extant,44.62977247780,-63.58087617080
472,453917.45000000000,4941992.23000000000,Tilia cordata,Basswood,116,Check if still extant,44.62980796380,-63.58096149570
473,453910.22000000000,4941993.74000000000,Tilia cordata,Basswood,116,Good - Ground Truthed,44.62982109320,-63.58105277510
474,453910.85000000000,4941989.10000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.62977936410,-63.58104441630
475,453904.44000000000,4941990.55000000000,Pinus sylvestris,Scotts Pine,95,Good - Ground Truthed,44.62979200590,-63.58112535310
476,453903.26000000000,4941993.20000000000,Pinus sylvestris,Scotts Pine,95,Good - Ground Truthed,44.62981578560,-63.58114046660
477,453901.07000000000,4941989.83000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.62978530830,-63.58116777170
478,453893.64000000000,4941988.75000000000,Tilia cordata,Basswood,116,Good - Ground Truthed,44.62977510940,-63.58126133970
479,453836.60000000000,4942034.22000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63018077050,-63.58198449460
480,453844.02000000000,4942041.82000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63024966270,-63.58189163870
481,453836.78000000000,4942045.25000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63028007470,-63.58198321770
482,453834.81000000000,4942048.65000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63031055510,-63.58200835830
483,453828.82000000000,4942051.80000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63033852670,-63.58208415420
484,453833.95000000000,4942055.33000000000,Picea pungens,Blue Spruce,89,Good - Ground Truthed,44.63037063350,-63.58201980080
485,453826.30000000000,4942059.50000000000,Picea pungens,Blue Spruce,89,Good - Ground Truthed,44.63040768050,-63.58211661530
486,453824.27000000000,4942063.37000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63044238800,-63.58214255470
487,453826.35000000000,4942071.39000000000,Pinus sylvestris,Scotts Pine,95,Good - Ground Truthed,44.63051471810,-63.58211705490
488,453830.08000000000,4942071.38000000000,Quercus rubra,Red Oak,103,Good - Ground Truthed,44.63051486770,-63.58207003190
489,453838.25000000000,4942076.30000000000,Acer rubrum,Red Maple,8,Good - Ground Truthed,44.63055968260,-63.58196747950
490,453831.06000000000,4942080.28000000000,Tilia cordata,Basswood,116,Good - Ground Truthed,44.63059504890,-63.58205847830
491,453837.37000000000,4942078.93000000000,Tilia cordata,Basswood,116,Good - Ground Truthed,44.63058330150,-63.58197880980
492,453837.83000000000,4942065.91000000000,Acer palmatum,Japanese Maple,1,Good - Ground Truthed,44.63046612440,-63.58197183960
493,453839.56000000000,4942064.92000000000,Chamaecyparus sp.,Cypress,33,Good - Ground Truthed,44.63045732350,-63.58194994130
494,453842.07000000000,4942057.85000000000,Chamaecyparus sp.,Cypress,33,Good - Ground Truthed,44.63039384030,-63.58191766310
495,453849.04000000000,4942044.37000000000,Pinus strobus,White Pine,94,Good - Ground Truthed,44.63027294030,-63.58182858380
496,454076.29000000000,4942023.90000000000,Betula papyrifera,White Birch,22,Good - Ground Truthed,44.63010322720,-63.57896194030
497,454071.19000000000,4942017.13000000000,Ulmus glabra,Elm,121,Good - Ground Truthed,44.63004195730,-63.57902562700
498,0.00000000000,0.00000000000,,,0,,,
499,453914.21000000000,4942351.75000000000,,,0,Need species ID,44.63304417190,-63.58103463100
500,453905.71000000000,4942349.06000000000,,,0,Need species ID,44.63301941110,-63.58114154910
501,453896.86000000000,4942345.94000000000,,,0,Need species ID,44.63299075700,-63.58125284090
502,454024.22000000000,4942320.58000000000,,,0,Need species ID,44.63277062560,-63.57964493850
503,454021.71000000000,4942328.88000000000,,,0,Need species ID,44.63284518200,-63.57967732580
504,454019.55000000000,4942336.11000000000,,,0,Need species ID,44.63291012850,-63.57970520480
505,454016.80000000000,4942344.84000000000,,,0,Need species ID,44.63298854040,-63.57974065650
506,454012.68000000000,4942358.19000000000,,,0,Need species ID,44.63310845410,-63.57979379400
507,454010.51000000000,4942365.66000000000,,,0,Need species ID,44.63317556050,-63.57982182090
508,454011.81000000000,4942383.98000000000,,,0,Need species ID,44.63334056110,-63.57980707380
509,454060.92000000000,4942400.25000000000,,,0,Need species ID,44.63349016600,-63.57918939610
510,454103.68000000000,4942407.21000000000,,,0,Need species ID,44.63355555280,-63.57865093790
511,454098.77000000000,4942401.37000000000,,,0,Need species ID,44.63350266720,-63.57871231650
512,454099.17000000000,4942396.78000000000,,,0,Need species ID,44.63346137340,-63.57870686300
513,454104.06000000000,4942389.28000000000,,,0,Need species ID,44.63339417040,-63.57864454320
514,454107.01000000000,4942384.96000000000,,,0,Need species ID,44.63335547000,-63.57860696580
515,454114.40000000000,4942378.00000000000,,,0,Need species ID,44.63329328770,-63.57851317690
516,454122.56000000000,4942377.21000000000,,,0,Need species ID,44.63328669710,-63.57841023240
517,454134.13000000000,4942381.38000000000,,,0,Need species ID,44.63332497430,-63.57826474120
518,454128.64000000000,4942381.85000000000,,,0,Need species ID,44.63332885480,-63.57833399620
519,454123.99000000000,4942384.82000000000,,,0,Need species ID,44.63335529400,-63.57839288470
520,454139.63000000000,4942407.21000000000,,,0,Need species ID,44.63355784830,-63.57819771100
521,454138.46000000000,4942400.39000000000,,,0,Need species ID,44.63349637970,-63.57821185180
522,454135.34000000000,4942403.02000000000,,,0,Need species ID,44.63351985590,-63.57825142110
523,454121.60000000000,4942402.49000000000,,,0,Need species ID,44.63351420760,-63.57842459580
524,454083.58000000000,4942382.31000000000,,,0,Need species ID,44.63333011770,-63.57890211300
525,454085.68000000000,4942375.77000000000,,,0,Need species ID,44.63327137850,-63.57887505290
526,454086.48000000000,4942364.42000000000,,,0,Need species ID,44.63316925640,-63.57886395150
527,454086.10000000000,4942357.47000000000,,,0,Need species ID,44.63310666790,-63.57886812020
528,454082.58000000000,4942343.82000000000,,,0,Need species ID,44.63298356500,-63.57891127540
529,454083.21000000000,4942339.63000000000,,,0,Need species ID,44.63294588660,-63.57890295800
530,454113.70000000000,4942313.03000000000,,,0,Need species ID,44.63270837990,-63.57851619130
531,454118.24000000000,4942312.66000000000,,,0,Need species ID,44.63270533910,-63.57845892260
532,454068.63000000000,4942315.52000000000,,,0,Need species ID,44.63272791540,-63.57908460990
533,454063.90000000000,4942313.96000000000,,,0,Need species ID,44.63271356980,-63.57914410110
534,454060.05000000000,4942312.74000000000,,,0,Need species ID,44.63270234120,-63.57919252870
